player_id,player_name,club_name,club_id
811,Malcolm Rosas,Gold Coast Suns,17
813,Ned Moyle,Gold Coast Suns,17
815,Mac Andrew,Gold Coast Suns,17
1322,Nick Holman,Gold Coast Suns,17
1440,Ben Long,Gold Coast Suns,17
1517,Wil Powell,Gold Coast Suns,17
1538,Jack Lukosius,Gold Coast Suns,17
1550,Ben King,Gold Coast Suns,17
1579,Thomas Berry,Gold Coast Suns,17
1659,Joel Jeffrey,Gold Coast Suns,17
1710,Bodhi Uwland,Gold Coast Suns,17
1715,Bailey Humphrey,Gold Coast Suns,17
1739,Will Graham,Gold Coast Suns,17
1762,Sam Clohesy,Gold Coast Suns,17
1763,Jed Walter,Gold Coast Suns,17
1773,Ethan Read,Gold Coast Suns,17
1783,Jake Rogers,Gold Coast Suns,17
1795,Alex Davies,Gold Coast Suns,17
1796,Lloyd Johnston,Gold Coast Suns,17
1833,Sean Lemmens,Gold Coast Suns,17
1856,Lachie Weller,Gold Coast Suns,17
306,Callan Ward,Greater Western Sydney Giants,18
600,Lachlan Keeffe,Greater Western Sydney Giants,18
649,Stephen Coniglio,Greater Western Sydney Giants,18
651,Toby Greene,Greater Western Sydney Giants,18
720,Nick Haynes,Greater Western Sydney Giants,18
1121,Lachie Whitfield,Greater Western Sydney Giants,18
1122,Jesse Hogan,Greater Western Sydney Giants,18
1123,Joshua Kelly,Greater Western Sydney Giants,18
1124,Harrison Himmelberg,Greater Western Sydney Giants,18
1128,Harry Perryman,Greater Western Sydney Giants,18
1129,Jack Buckley,Greater Western Sydney Giants,18
1130,Brent Daniels,Greater Western Sydney Giants,18
1131,Sam Taylor,Greater Western Sydney Giants,18
1132,Kieren Briggs,Greater Western Sydney Giants,18
1133,Callum M. Brown,Greater Western Sydney Giants,18
1134,Connor Idun,Greater Western Sydney Giants,18
1135,Toby Bedford,Greater Western Sydney Giants,18
1136,Lachlan Ash,Greater Western Sydney Giants,18
1137,Tom Green,Greater Western Sydney Giants,18
1138,Jake Riccardi,Greater Western Sydney Giants,18
1139,Ryan Angwin,Greater Western Sydney Giants,18
1141,Toby McMullin,Greater Western Sydney Giants,18
1606,Xavier O'Halloran,Greater Western Sydney Giants,18
1660,James Peatling,Greater Western Sydney Giants,18
1673,Finn Callaghan,Greater Western Sydney Giants,18
1686,Jacob Wehr,Greater Western Sydney Giants,18
1700,Leek Aleer,Greater Western Sydney Giants,18
1718,Aaron Cadman,Greater Western Sydney Giants,18
1742,Harvey Thomas,Greater Western Sydney Giants,18
1776,Max Gruzewski,Greater Western Sydney Giants,18
1785,Darcy Jones,Greater Western Sydney Giants,18
1800,Conor Stone,Greater Western Sydney Giants,18
1826,Harry Rowston,Greater Western Sydney Giants,18
1840,Isaac Cumming,Greater Western Sydney Giants,18
1841,Joe Fonti,Greater Western Sydney Giants,18
